"","price","building_number","street_number","street_name","city","province","squares","type","year","age","bed","bath","tax","longitude","latitude"
"363","$869,000","501","188","E Esplanade Street","North Vancouver","BC","957 sq.ft.","Residential, Condo",2008,10,2,"2","$2,431",-123.0766524,49.310059
"364","$869,000","2303","58","Keefer Place","Vancouver West","BC","857 sq.ft.","Residential, Condo",2007,11,2,"2","$1,980",-123.1067054,49.27926
"365","$869,000","607","1323","Homer Street","Vancouver West","BC","743 sq.ft.","Residential, Condo",1992,26,1,"1","$1,506",-123.1254566,49.2742371
"366","$869,000","3006","488","Sw Marine Drive","Vancouver West","BC","794 sq.ft.","Residential, Condo",2016,2,2,"2","$2,146",-123.1166368,49.2098573
"367","$868,800","707","7338","Gollner Avenue","Richmond","BC","847 sq.ft.","Residential, Condo",2015,3,2,"2","$2,033",-123.1411943,49.1685385
"368","$868,000","1904","5611","Goring Street","Burnaby","BC","1,149 sq.ft.","Residential, Condo",2008,10,2,"2","$2,624",-122.9825795,49.263569
"369","$868,000","506","530","Raven Woods Drive","North Vancouver","BC","1,240 sq.ft.","Residential, Condo",2006,12,2,"2","$3,570",-122.9716685,49.3067465
"370","$868,000","2602","7090","Edmonds Street","Burnaby","BC","912 sq.ft.","Residential, Condo",2012,6,2,"2","$2,401",-122.9577184,49.2145712
"371","$868,000","511","1331","Alberni Street","Vancouver West","BC","745 sq.ft.","Residential, Condo",1999,19,2,"2","$1,576",-123.1275746,49.2881398
"372","$868,000","307","10788","No 5 Road","Richmond","BC","1,067 sq.ft.","Residential, Condo",2018,NA,3,"2","$1,927",-123.0894549,49.1344277
"373","$868,000","406","5615","Hampton Place","Vancouver West","BC","920 sq.ft.","Residential, Condo",1997,21,2,"2","$1,277",-123.2331621,49.2584046
"374","$868,000","606","6633","Pearson Way","Richmond","BC","920 sq.ft.","Residential, Condo",2018,NA,1,"2","$1,736",-123.1491651,49.1762855
"375","$868,000","3803","4900","Lennox Lane","Burnaby","BC","794 sq.ft.","Residential, Condo",2017,1,2,"2","$3,067",-122.9939124,49.2234333
"376","$868,000","501","1003","Pacific Street","Vancouver West","BC","1,024 sq.ft.","Residential, Condo",1998,20,2,"2","$1,827",-123.1323385,49.2773335
"377","$866,888","2504","110","Brew Street","Port Moody","BC","1,107 sq.ft.","Residential, Condo",2008,10,2,"2","$2,793",-122.8286642,49.28014
"378","$864,900","217","1500","Pendrell Street","Vancouver West","BC","968 sq.ft.","Residential, Condo",1979,39,2,"2+1","$1,639",-123.1373304,49.2854543
"379","$860,000","208","4280","Moncton Street","Richmond","BC","1,211 sq.ft.","Residential, Condo",2005,13,2,"3+1","$1,986",-123.179634,49.124963
"380","$859,900","329","9213","Odlin Road","Richmond","BC","1,016 sq.ft.","Residential, Condo",2020,NA,2,"2",NA,-123.1223497,49.1817472
"381","$859,900","1403","4488","Juneau Street","Burnaby","BC","1,085 sq.ft.","Residential, Condo",2021,NA,2,"2",NA,-123.00366,49.2632392
"382","$859,800","510","508","W 29th Avenue","Vancouver West","BC","668 sq.ft.","Residential, Condo",2015,3,1,"1","$1,992",-123.1161927,49.2451457
"383","$859,000","2004","8","Laguna Court","New Westminster","BC","1,546 sq.ft.","Residential, Condo",1992,26,2,"2","$2,719",-122.9226679,49.1991313
"384","$859,000","208","5325","West Boulevard","Vancouver West","BC","640 sq.ft.","Residential, Condo",2017,1,1,"1","$1,251",-123.1556386,49.2380628
"385","$859,000","303","1341","Clyde Avenue","West Vancouver","BC","995 sq.ft.","Residential, Condo",1976,42,2,"2","$1,945",-123.1527887,49.3289716
"386","$859,000","1405","1327","E Keith Road","North Vancouver","BC","1,008 sq.ft.","Residential, Condo",1992,26,2,"2","$2,597",-123.0366736,49.3125903
"387","$859,000","206","522","W 8th Avenue","Vancouver West","BC","838 sq.ft.","Residential, Condo",2009,9,1,"2+1","$1,688",-123.1160696,49.2639064
"388","$859,000","710","6588","Nelson Avenue","Burnaby","BC","812 sq.ft.","Residential, Condo",2015,3,2,"2","$2,747",-122.9937796,49.223837
"389","$859,000","1010","977","Mainland Street","Vancouver West","BC","723 sq.ft.","Residential, Condo",2007,11,2,"2","$1,870",-123.118231,49.2773752
"390","$859,000","703","8628","Hazelbridge Way","Richmond","BC","843 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-123.1293686,49.1888967
"391","$858,000","2401","7328","Arcola Street","Burnaby","BC","1,132 sq.ft.","Residential, Condo",2009,9,2,"2","$2,650",-122.9516125,49.2187896
"392","$858,000","503","6080","Minoru Boulevard","Richmond","BC","1,209 sq.ft.","Residential, Condo",1997,21,3,"2","$1,909",-123.1396592,49.1692294
"393","$858,000","Sph1501","8871","Lansdowne Road","Richmond","BC","1,206 sq.ft.","Residential, Condo",1995,23,2,"2","$1,575",-123.1249762,49.1739477
"394","$858,000","605","909","Burrard Street","Vancouver West","BC","813 sq.ft.","Residential, Condo",1991,27,1,"1","$1,367",-123.1249281,49.2823018
"395","$858,000","2403","7325","Arcola Street","Burnaby","BC","1,027 sq.ft.","Residential, Condo",2009,9,2,"2","$2,806",-122.9523289,49.2195401
"396","$858,000","2503","7063","Hall Avenue","Burnaby","BC","1,172 sq.ft.","Residential, Condo",2007,11,2,"2","$2,714",-122.9551997,49.2196395
"397","$858,000","1301","1333","W Georgia Street","Vancouver West","BC","770 sq.ft.","Residential, Condo",2006,12,1,"1","$1,696",-123.1275315,49.2889719
"398","$858,000","211","9373","Hemlock Drive","Richmond","BC","1,137 sq.ft.","Residential, Condo",2008,10,3,"2","$2,163",-123.1199598,49.1674312
"399","$858,000","516","7338","Gollner Avenue","Richmond","BC","847 sq.ft.","Residential, Condo",2015,3,2,"2","$2,111",-123.1411943,49.1685385
"400","$855,000","409","2520","Manitoba Street","Vancouver West","BC","828 sq.ft.","Residential, Condo",2007,11,2,"1","$1,999",-123.1066155,49.2627137
"401","$855,000","305","5782","Berton Avenue","Vancouver West","BC","810 sq.ft.","Residential, Condo",2011,7,2,"2","$1,426",-123.2338945,49.2553065
"402","$850,000","2808","1308","Hornby Street","Vancouver West","BC","573 sq.ft.","Residential, Condo",2014,4,1,"1","$1,702",-123.1297228,49.2771532
"403","$850,000","419","2268","W Broadway","Vancouver West","BC","836 sq.ft.","Residential, Condo",2008,10,2,"2","$2,118",-123.1565067,49.2636234
"404","$850,000","2204","2088","Madison Avenue","Burnaby","BC","1,113 sq.ft.","Residential, Condo",2005,13,2,"2","$2,875",-123.0081344,49.2658991
"405","$850,000","702","1480","Howe Street","Vancouver West","BC","529 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.1310268,49.2749131
"406","$850,000","802","1238","Seymour Street","Vancouver West","BC","863 sq.ft.","Residential, Condo",1996,22,1,"1","$2,029",-123.1258843,49.2757727
"407","$850,000","4105","4900","Lennox Lane","Burnaby","BC","749 sq.ft.","Residential, Condo",2017,1,2,"2","$2,956",-122.9939124,49.2234333
"408","$850,000","204","999","Berkley Road","North Vancouver","BC","1,643 sq.ft.","Residential, Condo",1989,29,2,"2","$3,417",-123.0054422,49.3149167
"409","$849,900","1901","811","Helmcken Street","Vancouver West","BC","857 sq.ft.","Residential, Condo",1994,24,2,"2","$1,905",-123.1255773,49.2791928
"410","$849,900","809","7708","Alderbridge Way","Richmond","BC","1,203 sq.ft.","Residential, Condo",2017,1,3,"2","$2,798",-123.1436106,49.1747699
"411","$849,900","1506","4900","Lennox Lane","Burnaby","BC","749 sq.ft.","Residential, Condo",2017,1,2,"2","$2,726",-122.9939124,49.2234333
"412","$849,888","1609","188","Keefer Street","Vancouver East","BC","850 sq.ft.","Residential, Condo",2016,2,3,"2","$2,125",-123.1000855,49.2793126
"413","$849,800","305","1147","Nelson Street","Vancouver West","BC","1,014 sq.ft.","Residential, Condo",1987,31,2,"2","$2,118",-123.1289615,49.2834037
"414","$849,500",NA,"6438","Douglas Street","West Vancouver","BC","1,167 sq.ft.","Residential, Condo",1967,51,1,"1","$3,779",-123.276742,49.373238
"415","$849,500","6440","6440","Douglas Street","West Vancouver","BC","843 sq.ft.","Residential, Condo",1967,51,2,"1","$3,779",-123.2768734,49.3732205
"416","$849,000","S203","5289","Cambie Street","Vancouver West","BC","624 sq.ft.","Residential, Condo",2019,NA,1,"1",NA,-123.1164797,49.2374526
"417","$849,000","918","3557","Sawmill Crescent","Vancouver East","BC","980 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-123.0295676,49.2061939
"418","$849,000","506","111","W Georgia Street","Vancouver West","BC","806 sq.ft.","Residential, Condo",2007,11,2,"1","$1,574",-123.1106124,49.2781262
"419","$849,000","204","1635","W 3rd Avenue","Vancouver West","BC","801 sq.ft.","Residential, Condo",2010,8,2,"2","$1,960",-123.1418241,49.2689677
"420","$849,000","711","7708","Alderbridge Way","Richmond","BC","1,109 sq.ft.","Residential, Condo",2017,1,3,"2","$2,587",-123.1436106,49.1747699
"421","$849,000","202","523","W King Edward","Vancouver West","BC","700 sq.ft.","Residential, Condo",2018,NA,2,"1",NA,-123.1154169,49.2490833
"422","$849,000","B","4649","Canada Way","Burnaby","BC","990 sq.ft.","Residential, Condo",2010,8,4,"2","$2,929",-122.9918613,49.2545823
"423","$849,000","1101","2965","Fir Street","Vancouver West","BC","823 sq.ft.","Residential, Condo",2006,12,2,"2","$2,063",-123.141565,49.259272
"424","$849,000","1305","5580","No. 3 Road","Richmond","BC","831 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-123.135692,49.173274
"425","$849,000","217","2910","E Pender Street","Vancouver East","BC","1,262 sq.ft.","Residential, Condo",1975,43,2,"2+1","$1,145",-123.0435648,49.2799703
"426","$849,000","310","717","Chesterfield Avenue","North Vancouver","BC","880 sq.ft.","Residential, Condo",2015,3,2,"2","$2,434",-123.0764003,49.3187571
"427","$849,000","201","1850","Lorne Street","Vancouver East","BC","1,255 sq.ft.","Residential, Condo",1996,22,1,"2+1","$1,604",-123.0998315,49.268271
"428","$849,000","E108","628","W 12th Avenue","Vancouver West","BC","944 sq.ft.","Residential, Condo",1990,28,2,"1","$1,694",-123.1183251,49.2601758
"429","$849,000","201","221","E 3rd Street","North Vancouver","BC","917 sq.ft.","Residential, Condo",2013,5,2,"2","$2,572",-123.0744996,49.3120312
"430","$849,000","102","4696","W 10th Avenue","Vancouver West","BC","1,291 sq.ft.","Residential, Condo",1984,34,2,"2","$2,220",-123.2149247,49.2636296
"431","$848,888","105","1675","Augusta Avenue","Burnaby","BC","1,574 sq.ft.","Residential, Condo",1989,29,2,"2","$2,634",-122.9508969,49.2683039
"432","$848,800","421","680","Seylynn Crescent","North Vancouver","BC","1,012 sq.ft.","Residential, Condo",2018,NA,1,"2+1",NA,NA,NA
"433","$848,600","202","3606","Aldercrest Drive","North Vancouver","BC","1,095 sq.ft.","Residential, Condo",2012,6,3,"2","$3,200",-122.9693981,49.3081976
"434","$848,000",NA,"3675-3677","W 11th Avenue","Vancouver West","BC","908 sq.ft.","Residential, Condo",1995,23,2,"1","$1,625",-123.1854546,49.2626506
"435","$848,000","102a","1220","Quayside Drive","New Westminster","BC","1,433 sq.ft.","Residential, Condo",1989,29,2,"2","$2,149",-122.9204805,49.199043
"436","$848,000","123","9371","Hemlock Drive","Richmond","BC","1,075 sq.ft.","Residential, Condo",2009,9,2,"2","$1,771",-123.12155,49.167645
"437","$848,000","1501","5899","Wilson Avenue","Burnaby","BC","1,237 sq.ft.","Residential, Condo",1996,22,3,"2","$2,768",-123.0075457,49.2316116
"438","$848,000","Ph","910","10788 No. 5","Richmond","BC","1,171 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-123.0894549,49.1344277
"439","$848,000","311","7708","Alderbridge Way","Richmond","BC","1,109 sq.ft.","Residential, Condo",2017,1,3,"2","$2,446",-123.1436106,49.1747699
"440","$848,000","512","1405","W 15 Avenue","Vancouver West","BC","905 sq.ft.","Residential, Condo",1977,41,2,"1","$1,580",-123.1368628,49.2582334
"441","$848,000","2908","438","Seymour Street","Vancouver West","BC","721 sq.ft.","Residential, Condo",1996,22,2,"2","$1,557",-123.113394,49.284086
"442","$848,000","3003","4900","Lennox Lane","Burnaby","BC","794 sq.ft.","Residential, Condo",2017,1,2,"2","$3,088",-122.9939124,49.2234333
"443","$848,000","702","110","Switchmen Street","Vancouver East","BC","771 sq.ft.","Residential, Condo",2014,4,2,"1","$1,984",-123.1020138,49.271003
"444","$848,000","1820","4825","Hazel Street","Burnaby","BC","1,152 sq.ft.","Residential, Condo",1991,27,2,"2","$2,505",-122.995598,49.228584
"445","$848,000","1509","189","Davie Street","Vancouver West","BC","719 sq.ft.","Residential, Condo",1999,19,1,"1","$1,849",-123.1206393,49.2739005
"446","$848,000","513","7338","Gollner Avenue","Richmond","BC","835 sq.ft.","Residential, Condo",2015,3,2,"2","$1,918",-123.1411943,49.1685385
"447","$848,000","1108","1495","Richards Street","Vancouver West","BC","727 sq.ft.","Residential, Condo",2004,14,1,"1","$2,120",-123.1281723,49.2737016
"448","$848,000","604","5615","Hampton Place","Vancouver West","BC","915 sq.ft.","Residential, Condo",1997,21,2,"2","$1,333",-123.2331621,49.2584046
"449","$848,000","3702","1009","Expo Boulevard","Vancouver West","BC","723 sq.ft.","Residential, Condo",1998,20,1,"1","$1,945",-123.1172589,49.2749423
"450","$848,000","204","1515","Atlas Lane","Vancouver West","BC","766 sq.ft.","Residential, Condo",2015,3,2,"2","$2,145",-123.1410685,49.2208502
"451","$846,000","1105","5580","No 3 Road","Richmond","BC","831 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-123.135692,49.173274
"452","$845,900","306","4477","Hastings Street","Burnaby","BC","960 sq.ft.","Residential, Condo",2021,NA,2,"2",NA,-123.0034467,49.28121
"453","$845,000","1713","1618","Quebec Street","Vancouver East","BC","716 sq.ft.","Residential, Condo",2014,4,1,"1","$1,658",-123.1016878,49.2715087
"454","$845,000","101","4355","W 10th Avenue","Vancouver West","BC","784 sq.ft.","Residential, Condo",2012,6,1,"1","$1,980",-123.2047375,49.2640146
"455","$840,900","304","725","Marine Drive","North Vancouver","BC","1,063 sq.ft.","Residential, Condo",2018,NA,3,"2",NA,-123.0931381,49.3202935
"456","$840,000","3008","1495","Richards Street","Vancouver West","BC","727 sq.ft.","Residential, Condo",2005,13,1,"1","$2,213",-123.1281723,49.2737016
"457","$839,900","3306","939","Homer Street","Vancouver West","BC","825 sq.ft.","Residential, Condo",1997,21,2,"2","$2,236",-123.1194851,49.2781145
"458","$839,900","105","199","Victory Ship Way","North Vancouver","BC","650 sq.ft.","Residential, Condo",2016,2,1,"1","$2,074",-123.0773381,49.3089274
"459","$839,888","3102","5883","Barker Avenue","Burnaby","BC","764 sq.ft.","Residential, Condo",2017,1,2,"2","$2,901",-123.0114492,49.2314862
"460","$839,000","1105","4788","Hazel Street","Burnaby","BC","1,147 sq.ft.","Residential, Condo",2000,18,3,"2","$2,732",-122.9973484,49.2285208
"461","$839,000","1002","114","W Keith Road","North Vancouver","BC","956 sq.ft.","Residential, Condo",1974,44,2,"2+1","$2,469",-123.0735504,49.3178303
"462","$839,000","602","8628","Hazelbridge Way","Richmond","BC","822 sq.ft.","Residential, Condo",2018,NA,2,"2","$1,101",-123.1293686,49.1888967
"463","$839,000","113","9311","Alexandra Road","Richmond","BC","1,125 sq.ft.","Residential, Condo",2015,3,3,"2","$2,103",-123.1208132,49.1790378
"464","$839,000","608","4900","Lennox Lane","Burnaby","BC","755 sq.ft.","Residential, Condo",2017,1,2,"2","$2,746",-122.9939124,49.2234333
"465","$839,000","302","995","W 59th Avenue","Vancouver West","BC","987 sq.ft.","Residential, Condo",2004,14,2,"2","$1,767",-123.1284891,49.2173803
"466","$838,000","103","995","W 59th Avenue","Vancouver West","BC","846 sq.ft.","Residential, Condo",2004,14,2,"2","$1,436",-123.1284891,49.2173803
"467","$838,000","1207","3233","Ketcheson Road","Richmond","BC","843 sq.ft.","Residential, Condo",2017,1,2,"2",NA,-123.1267653,49.1895754
"468","$838,000","1850","4825","Hazel Street","Burnaby","BC","1,176 sq.ft.","Residential, Condo",1990,28,2,"2","$2,567",-122.995598,49.228584
"469","$838,000","116","8600","Park Road","Richmond","BC","945 sq.ft.","Residential, Condo",2011,7,3,"2","$1,500",-123.1286558,49.1645343
"470","$838,000","3001","5511","Hollybridge Way","Richmond","BC","1,003 sq.ft.","Residential, Condo",2014,4,2,"2","$1,647",-123.148357,49.1735849
"471","$838,000","1906","555","Jervis Street","Vancouver West","BC","667 sq.ft.","Residential, Condo",1996,22,1,"1","$1,965",-123.1258117,49.2893935
"472","$838,000","802","6638","Dunblane Avenue","Burnaby","BC","811 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-122.9928624,49.2232244
"473","$838,000","405","518","Moberly Road","Vancouver West","BC","1,133 sq.ft.","Residential, Condo",1986,32,2,"2+1","$1,753",-123.1168826,49.2680589
"474","$838,000","2102","6837","Station Hill Drive","Burnaby","BC","878 sq.ft.","Residential, Condo",1999,19,2,"2","$2,165",-122.9608931,49.2119346
"475","$838,000","1905","271","Francis Way","New Westminster","BC","1,083 sq.ft.","Residential, Condo",2016,2,2,"2","$3,012",-122.8998988,49.216429
"476","$838,000","1706","1308","Hornby Street","Vancouver West","BC","655 sq.ft.","Residential, Condo",2014,4,1,"1","$1,688",-123.1297228,49.2771532
"477","$838,000",NA,"4920","Claude Avenue","Burnaby","BC","1,280 sq.ft.","Residential, Condo",1984,34,3,"2","$3,596",-122.9641667,49.2409069
"478","$838,000","2006","833","Homer Street","Vancouver West","BC","686 sq.ft.","Residential, Condo",2010,8,1,"1","$1,933",-123.1176206,49.2792068
"479","$838,000","208","1808","W 1st Avenue","Vancouver West","BC","770 sq.ft.","Residential, Condo",2009,9,1,"1","$1,725",-123.1459454,49.2705554
"480","$838,000","1209","1688","Pullman Porter Street","Vancouver East","BC","600 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.1037214,49.2706515
"481","$838,000","201","2275","W 40th Avenue","Vancouver West","BC","1,190 sq.ft.","Residential, Condo",1972,46,2,"2+1","$1,786",-123.1594067,49.2358096
"482","$838,000","512","9399","Alexandra Road","Richmond","BC","1,046 sq.ft.","Residential, Condo",2015,3,3,"2","$2,135",-123.1194039,49.1789946
"483","$838,000","1709","6188","No. 3 Road","Richmond","BC","860 sq.ft.","Residential, Condo",2016,2,2,"2","$2,112",-123.136303,49.168086
"484","$838,000","1608","7888","Ackroyd Road","Richmond","BC","819 sq.ft.","Residential, Condo",2016,2,2,"2","$2,112",-123.1386718,49.171709
"485","$838,000","906","7888","Ackroyd Road","Richmond","BC","888 sq.ft.","Residential, Condo",2016,2,2,"2+2","$2,135",-123.1386718,49.171709
"486","$838,000","1102","4360","Beresford Street","Burnaby","BC","741 sq.ft.","Residential, Condo",2017,1,2,"1",NA,-123.0077784,49.2269639
"487","$835,900","308","4477","Hastings Street","Burnaby","BC","935 sq.ft.","Residential, Condo",2021,NA,2,"2",NA,-123.0034467,49.28121
"488","$832,900","503","4488","Juneau Street","Burnaby","BC","758 sq.ft.","Residential, Condo",2021,NA,2,"2",NA,-123.00366,49.2632392
"489","$830,000","612","610","Granville Street","Vancouver West","BC","784 sq.ft.","Residential, Condo",2006,12,1,"2+1","$1,831",-123.116417,49.2832675
"490","$830,000","1007","158","W 13th Street","North Vancouver","BC","827 sq.ft.","Residential, Condo",2009,9,2,"2","$2,183",-123.0750854,49.3203193
"491","$829,900","1708","7888","Saba Road","Richmond","BC","1,048 sq.ft.","Residential, Condo",2009,9,3,"2","$2,189",-123.1370639,49.168585
"492","$829,000","212","1330","Marine Drive","North Vancouver","BC","893 sq.ft.","Residential, Condo",2012,6,2,"2","$2,859",-123.1113252,49.3241591
"493","$829,000",NA,"4657","Canada Way","Burnaby","BC","1,004 sq.ft.","Residential, Condo",2003,15,3,"3+1","$3,027",-122.9912953,49.2545532
"494","$829,000","127","4280","Moncton Street","Richmond","BC","1,101 sq.ft.","Residential, Condo",2005,13,2,"2","$2,273",-123.179634,49.124963
"495","$829,000","415","6233","London Road","Richmond","BC","1,189 sq.ft.","Residential, Condo",2007,11,2,"2","$2,417",-123.15657,49.117969
"496","$829,000","602","36","Water Street","Vancouver West","BC","662 sq.ft.","Residential, Condo",2008,10,1,"1","$1,659",-123.1052847,49.2835489
"497","$829,000","207","217","W 8th Street","North Vancouver","BC","971 sq.ft.","Residential, Condo",2014,4,2,"2","$2,475",-123.0767316,49.3193676
"498","$829,000","506","4400","Buchanan Street","Burnaby","BC","975 sq.ft.","Residential, Condo",2010,8,2,"2","$2,457",-123.0047967,49.2673214
"499","$829,000","402","338","W 8th Avenue","Vancouver West","BC","865 sq.ft.","Residential, Condo",1998,20,1,"1","$1,414",-123.111768,49.2637105
"500","$829,000","1109","1708","Columbia Street","Vancouver West","BC","713 sq.ft.","Residential, Condo",2013,5,1,"1","$1,739",-123.109249,49.270042
"501","$829,000","308","160","E 13th Street","North Vancouver","BC","830 sq.ft.","Residential, Condo",1999,19,2,"2","$1,942",-123.0697112,49.3201761
"502","$828,000","315","10177","River Drive","Richmond","BC","1,080 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-123.1109837,49.1985347
"503","$828,000","21b","6128","Patterson Avenue","Burnaby","BC","1,028 sq.ft.","Residential, Condo",1992,26,2,"2","$2,312",-123.0119955,49.2285972
"504","$828,000","1602","7535","Alderbridge Way","Richmond","BC","1,150 sq.ft.","Residential, Condo",2007,11,3,"2","$1,873",-123.1449842,49.1730366
"505","$828,000","1007","5728","Berton Avenue","Vancouver West","BC","582 sq.ft.","Residential, Condo",2014,4,2,"1","$1,053",-123.2332518,49.2556675
"506","$828,000","204","555","Jervis Street","Vancouver West","BC","589 sq.ft.","Residential, Condo",1996,22,1,"1","$1,131",-123.1258117,49.2893935
"507","$828,000","1103","181","W 1st Avenue","Vancouver West","BC","680 sq.ft.","Residential, Condo",2010,8,1,"1","$1,664",-123.1091537,49.2704253
"508","$828,000","3101","5119","Garden City Road","Richmond","BC","1,182 sq.ft.","Residential, Condo",2005,13,3,"2","$1,718",-123.126071,49.176107
"509","$828,000","113","7088","Mont Royal Square","Vancouver East","BC","1,118 sq.ft.","Residential, Condo",2005,13,3,"2","$1,696",-123.0371422,49.2191706
"510","$828,000","1808","1133","Hornby Street","Vancouver West","BC","654 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.1276944,49.2790765
"511","$828,000","1519","68","Smithe Street","Vancouver West","BC","581 sq.ft.","Residential, Condo",2016,2,1,"1","$1,541",-123.1132801,49.2748965
"512","$828,000","2602","1331","W Georgia Street","Vancouver West","BC","623 sq.ft.","Residential, Condo",1997,21,1,"1","$1,989",-123.1268314,49.28862
"513","$828,000","308","3264","Oak Street","Vancouver West","BC","1,194 sq.ft.","Residential, Condo",1977,41,2,"2","$1,650",-123.1267719,49.2564735
"514","$828,000","1207","6088","Willingdon Avenue","Burnaby","BC","1,493 sq.ft.","Residential, Condo",2000,18,3,"3","$2,751",-123.0056966,49.2289879
"515","$828,000","405","1677","Lloyd Avenue","North Vancouver","BC","939 sq.ft.","Residential, Condo",2011,7,2,"2","$3,126",-123.105216,49.3243652
"516","$828,000","3001","602","Citadel Parade","Vancouver West","BC","816 sq.ft.","Residential, Condo",2007,11,2,"1","$2,105",-123.1099791,49.2791479
"517","$825,900","406","4488","Juneau Street","Burnaby","BC","758 sq.ft.","Residential, Condo",2021,NA,2,"2",NA,-123.00366,49.2632392
"518","$825,000","510","1275","Hamilton Street","Vancouver West","BC","695 sq.ft.","Residential, Condo",2002,16,1,"1","$1,777",-123.1239956,49.2742015
"519","$825,000","505","495","W 6th Avenue","Vancouver West","BC","794 sq.ft.","Residential, Condo",2008,10,1,"1","$1,681",-123.1142255,49.2658623
"520","$825,000","102","277","W 1st Street","North Vancouver","BC","843 sq.ft.","Residential, Condo",2018,NA,2,"2","$2,127",-123.084715,49.31413
"521","$825,000","306","2130","W 12th Avenue","Vancouver West","BC","1,112 sq.ft.","Residential, Condo",1995,23,2,"2","$1,794",-123.1538177,49.2608923
"522","$825,000","1502","328","Clarkson Street","New Westminster","BC","1,261 sq.ft.","Residential, Condo",1993,25,3,"2","$2,706",-122.9054217,49.2051285
"523","$823,000","1203","7108","Collier Street","Burnaby","BC","1,037 sq.ft.","Residential, Condo",2006,12,2,"2","$2,559",-122.9570662,49.2205329
"524","$823,000","916","6188","No. 3 Road","Richmond","BC","835 sq.ft.","Residential, Condo",2016,2,2,"2","$1,881",-123.136303,49.168086
"525","$820,000","117","7008","River Parkway","Richmond","BC","945 sq.ft.","Residential, Condo",2017,1,3,"2",NA,-123.1437712,49.1767214
"526","$820,000","312","6011","No 1 Road","Richmond","BC","926 sq.ft.","Residential, Condo",2014,4,2,"2","$1,707",-123.1815803,49.169784
"527","$819,900","419","311","E 6th Avenue","Vancouver East","BC","708 sq.ft.","Residential, Condo",2017,1,2,"1",NA,-123.0983139,49.2655861
"528","$819,900","814","8688","Hazelbridge Way","Richmond","BC","790 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-123.1285761,49.1893323
"529","$819,900","1005","950","Cambie Street","Vancouver West","BC","902 sq.ft.","Residential, Condo",1993,25,2,"2","$1,576",-123.1173369,49.2763452
"530","$819,800","2104","6220","Mckay Avenue","Burnaby","BC","1,334 sq.ft.","Residential, Condo",1991,27,2,"2","$2,767",-123.0046985,49.2273964
"531","$819,000","508","6333","Katsura Street","Richmond","BC","1,169 sq.ft.","Residential, Condo",2008,10,3,"2","$1,728",-123.1224858,49.1660896
"532","$819,000","223","8988","Hudson Street","Vancouver West","BC","852 sq.ft.","Residential, Condo",2004,14,2,"2","$1,173",-123.1344039,49.2035771
"533","$819,000","113","1111","E 27th Street","North Vancouver","BC","959 sq.ft.","Residential, Condo",2009,9,2,"2","$3,123",-123.0427249,49.3326865
"534","$819,000","1807","5515","Boundary Road","Vancouver East","BC","919 sq.ft.","Residential, Condo",2017,1,2,"2","$1,961",-123.0238419,49.2342864
"535","$818,888","Ph5","2689","Kingsway","Vancouver East","BC","839 sq.ft.","Residential, Condo",2014,4,2,"2","$1,846",-123.1258345,49.2750899
"536","$818,800","105","5860","Dover Crescent","Richmond","BC","1,229 sq.ft.","Residential, Condo",1996,22,3,"2","$1,788",-123.1599571,49.172955
"537","$818,000","2208","1351","Continental Street","Vancouver West","BC","565 sq.ft.","Residential, Condo",2014,4,1,"1","$1,799",-123.1287753,49.2761771
"538","$818,000","1700","6521","Bonsor Avenue","Burnaby","BC","1,277 sq.ft.","Residential, Condo",1991,27,2,"2","$2,432",-122.9975154,49.2246412
"539","$818,000","906","8588","Cornish Street","Vancouver West","BC","757 sq.ft.","Residential, Condo",2014,4,2,"2","$1,712",-123.1419117,49.2088469
"540","$818,000","201","1283","Parkgate Avenue","North Vancouver","BC","1,194 sq.ft.","Residential, Condo",1995,23,2,"2","$3,181",-122.974349,49.3176146
"541","$818,000","215","7088","Mont Royal Square","Vancouver East","BC","1,103 sq.ft.","Residential, Condo",2005,13,3,"2","$1,671",-123.0371422,49.2191706
"542","$818,000","307","5111","Brighouse Way","Richmond","BC","860 sq.ft.","Residential, Condo",2013,5,1,"1","$2,339",-123.1555958,49.1731152
"543","$818,000","1406","907","Beach Avenue","Vancouver West","BC","676 sq.ft.","Residential, Condo",1994,24,1,"1","$1,304",-123.133078,49.2758343
"544","$818,000","2202","1372","Seymour Street","Vancouver West","BC","631 sq.ft.","Residential, Condo",2013,5,1,"1","$1,950",-123.1278966,49.2744365
"545","$818,000","1109","5580","No. 3 Road","Richmond","BC","831 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-123.135692,49.173274
"546","$818,000","708","3333","Brown Road","Richmond","BC","917 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-123.1295012,49.186096
