"","price","building_number","street_number","street_name","city","province","squares","type","year","age","bed","bath","tax","longitude","latitude"
"1378","$658,000","901","125","E 14th Street","North Vancouver","BC","571 sq.ft.","Residential, Condo",2017,1,1,"1","$1,865",-123.0744267,49.3209957
"1379","$656,900","407","725","Marine Drive","North Vancouver","BC","766 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-123.0931381,49.3202935
"1380","$656,800","505","1002","Auckland Street","New Westminster","BC","773 sq.ft.","Residential, Condo",2019,NA,2,"2",NA,-122.918268,49.2025964
"1381","$655,000","615","159","W 2nd Avenue","Vancouver West","BC","575 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.1085416,49.2695592
"1382","$650,000","602","1708","Columbia Street","Vancouver West","BC","547 sq.ft.","Residential, Condo",2013,5,1,"1","$1,345",-123.109249,49.270042
"1383","$650,000","1101","10","Laguna Court","New Westminster","BC","1,114 sq.ft.","Residential, Condo",1996,22,2,"2","$2,122",-122.9232371,49.1996869
"1384","$650,000","907","1177","Hornby Street","Vancouver West","BC","706 sq.ft.","Residential, Condo",1983,35,1,"1","$1,288",-123.1278804,49.2789498
"1385","$650,000","305","8677","Capstan Way","Richmond","BC","702 sq.ft.","Residential, Condo",2016,2,1,"1","$1,403",-123.1284809,49.1880488
"1386","$650,000","610","100","E Esplanade Street","North Vancouver","BC","620 sq.ft.","Residential, Condo",2008,10,1,"1","$1,741",-123.0789694,49.3110606
"1387","$650,000","1602","1188","Howe Street","Vancouver West","BC","549 sq.ft.","Residential, Condo",1994,24,1,"1","$1,116",-123.1266684,49.2777918
"1388","$650,000","204","1963","W 3rd Avenue","Vancouver West","BC","688 sq.ft.","Residential, Condo",1987,31,1,"1","$1,661",-123.1494307,49.2692385
"1389","$650,000","1705","7362","Elmbridge Way","Richmond","BC","850 sq.ft.","Residential, Condo",2008,10,2,"2","$1,700",-123.1435703,49.171843
"1390","$650,000","1101","1133","Homer Street","Vancouver West","BC","550 sq.ft.","Residential, Condo",2008,10,1,"1","$1,602",-123.1223648,49.2761973
"1391","$650,000","420","3602","Aldercrest Drive","North Vancouver","BC","875 sq.ft.","Residential, Condo",2017,1,2,"2",NA,-122.969685,49.3077149
"1392","$649,999","101","6152","Kathleen Avenue","Burnaby","BC","1,136 sq.ft.","Residential, Condo",1988,30,2,"2","$2,004",-123.009988,49.227205
"1393","$649,999","501","819","Hamilton Street","Vancouver West","BC","614 sq.ft.","Residential, Condo",1998,20,1,"1","$1,488",-123.1164231,49.2786905
"1394","$649,999","1001","1003","Burnaby Street","Vancouver West","BC","529 sq.ft.","Residential, Condo",1999,19,1,"1","$1,132",-123.1303691,49.2787319
"1395","$649,999","912","6288","No 3 Road","Richmond","BC","625 sq.ft.","Residential, Condo",2016,2,1,"1","$1,515",-123.1359036,49.1679389
"1396","$649,900","405","162","Victory Ship Way","North Vancouver","BC","585 sq.ft.","Residential, Condo",2010,8,1,"1","$1,677",-123.0778803,49.309843
"1397","$649,900","106","688","E 16th Avenue","Vancouver East","BC","829 sq.ft.","Residential, Condo",1999,19,2,"2","$1,294",-123.0909479,49.2563768
"1398","$649,900","502","9168","Slopes Mews","Burnaby","BC","968 sq.ft.","Residential, Condo",2016,2,2,"2","$2,185",-122.9080931,49.276924
"1399","$649,900","805","22","E Cordova Street","Vancouver East","BC","578 sq.ft.","Residential, Condo",1997,21,1,"1","$1,358",-123.1036529,49.2822651
"1400","$649,900","1201","31","Elliot Street","New Westminster","BC","1,266 sq.ft.","Residential, Condo",1974,44,2,"2","$2,301",-122.9020623,49.2072302
"1401","$649,900","411","4788","Brentwood Drive","Burnaby","BC","832 sq.ft.","Residential, Condo",2008,10,2,"2","$2,083",-122.9948639,49.2662982
"1402","$649,900","506","718","Main Street","Vancouver East","BC","680 sq.ft.","Residential, Condo",2009,9,1,"1","$1,186",-123.0995503,49.2780953
"1403","$649,900","1404","188","Agnes Street","New Westminster","BC","880 sq.ft.","Residential, Condo",2017,1,2,"2","$2,528",-122.9034489,49.2081313
"1404","$649,900","308","3970","Linwood Street","Burnaby","BC","941 sq.ft.","Residential, Condo",1988,30,2,"1","$2,188",-123.0157961,49.25283
"1405","$649,900","623","289","E 6th Avenue","Vancouver East","BC","563 sq.ft.","Residential, Condo",2015,3,1,"1","$1,425",-123.0992042,49.2656119
"1406","$649,900","304","549","Columbia Street","New Westminster","BC","815 sq.ft.","Residential, Condo",2002,16,1,"1","$1,891",-122.9076239,49.203624
"1407","$649,900","415","221","E 3rd Street","North Vancouver","BC","752 sq.ft.","Residential, Condo",2014,4,2,"1","$2,030",-123.0744996,49.3120312
"1408","$649,900","302","9283","Government Street","Burnaby","BC","1,031 sq.ft.","Residential, Condo",2007,11,2,"2","$2,043",-122.9022273,49.2466639
"1409","$649,900","112","9299","Tomicki Avenue","Richmond","BC","928 sq.ft.","Residential, Condo",2009,9,2,"2","$1,567",-123.1214765,49.1810093
"1410","$649,800","2802","777","Richards Street","Vancouver West","BC","492 sq.ft.","Residential, Condo",2016,2,1,"1","$1,743",-123.1174468,49.2805971
"1411","$649,800","106","1550","Chesterfield Avenue","North Vancouver","BC","772 sq.ft.","Residential, Condo",1982,36,2,"1","$1,406",-123.0750852,49.3229032
"1412","$649,800","763","955","E Hastings Street","Vancouver East","BC","621 sq.ft.","Residential, Condo",2018,NA,1,"1","$788",-123.0836111,49.2811791
"1413","$649,800","707","2799","Yew Street","Vancouver West","BC","612 sq.ft.","Residential, Condo",2003,15,1,"1","$1,614",-123.1556576,49.261442
"1414","$649,500","215","8600","Park Road","Richmond","BC","830 sq.ft.","Residential, Condo",2011,7,2,"2","$1,295",-123.1286558,49.1645343
"1415","$649,500","807","1295","Richards Street","Vancouver West","BC","547 sq.ft.","Residential, Condo",2003,15,1,"1","$1,234",-123.1257138,49.2751294
"1416","$649,000","502","7373","Westminster Highway","Richmond","BC","732 sq.ft.","Residential, Condo",2008,10,2,"2","$1,274",-123.1434664,49.170572
"1417","$649,000","202","9133","Hemlock Drive","Richmond","BC","989 sq.ft.","Residential, Condo",2004,14,2,"2","$1,425",-123.1229776,49.1671983
"1418","$649,000","655","38","Smithe Street","Vancouver West","BC","531 sq.ft.","Residential, Condo",2016,2,1,"1","$1,359",-123.1137486,49.2751885
"1419","$649,000","1002","955","E Hastings Street","Vancouver East","BC","694 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.0836111,49.2811791
"1420","$649,000","1303","7077","Beresford Street","Burnaby","BC","906 sq.ft.","Residential, Condo",1995,23,2,"2","$1,779",-122.958691,49.2173935
"1421","$649,000","608","9388","Tomicki Avenue","Richmond","BC","758 sq.ft.","Residential, Condo",2017,1,2,"1","$1,631",-123.1195016,49.180064
"1422","$649,000","912","8080","Cambie Road","Richmond","BC","715 sq.ft.","Residential, Condo",2008,10,1,"2","$1,489",-123.1353091,49.184436
"1423","$649,000","508","8851","Lansdowne Road","Richmond","BC","984 sq.ft.","Residential, Condo",1995,23,2,"2","$1,280",-123.1252008,49.1752981
"1424","$649,000","331","1588","E Hastings Street","Vancouver East","BC","625 sq.ft.","Residential, Condo",2015,3,1,"1","$1,150",-123.0732041,49.2811249
"1425","$649,000","210","1616","Columbia Street","Vancouver West","BC","526 sq.ft.","Residential, Condo",2010,8,NA,"1","$1,582",-123.1091085,49.2711435
"1426","$649,000","816","5665","Boundary Road","Vancouver East","BC","684 sq.ft.","Residential, Condo",2017,1,2,"1","$1,083",-123.023788,49.2330102
"1427","$649,000","109","3099","Terravista Place","Port Moody","BC","1,085 sq.ft.","Residential, Condo",1999,19,2,"2","$2,000",-122.8419643,49.2737326
"1428","$649,000","311","9288","Odlin Road","Richmond","BC","898 sq.ft.","Residential, Condo",2009,9,2,"2","$1,362",-123.1221156,49.1815021
"1429","$649,000","3003","892","Carnarvon Street","New Westminster","BC","779 sq.ft.","Residential, Condo",2009,9,2,"2","$1,915",-122.9138141,49.2011305
"1430","$649,000","Ph07","5288","Grimmer Street","Burnaby","BC","816 sq.ft.","Residential, Condo",2015,3,2,"2","$1,956",-122.9870362,49.2234278
"1431","$649,000","1402","1327","E Keith Road","North Vancouver","BC","987 sq.ft.","Residential, Condo",1992,26,2,"2","$2,923",-123.0366736,49.3125903
"1432","$649,000","404","7727","Royal Oak Avenue","Burnaby","BC","807 sq.ft.","Residential, Condo",2015,3,2,"2","$1,997",-122.9888259,49.2136331
"1433","$649,000","310","3602","Aldercrest Drive","North Vancouver","BC","965 sq.ft.","Residential, Condo",2017,1,2,"2","$3,019",-122.969685,49.3077149
"1434","$649,000","210","288","Hampton Street","New Westminster","BC","1,218 sq.ft.","Residential, Condo",2009,9,2,"2","$2,020",-122.947997,49.185408
"1435","$649,000","58","2212","Folkestone Way","West Vancouver","BC","833 sq.ft.","Residential, Condo",1976,42,1,"1","$1,314",-123.1724885,49.3449435
"1436","$649,000","407","221","E 3rd Street","North Vancouver","BC","738 sq.ft.","Residential, Condo",2014,4,2,"1","$2,033",-123.0744996,49.3120312
"1437","$649,000","202","2287","W 3rd Avenue","Vancouver West","BC","703 sq.ft.","Residential, Condo",1986,32,1,"1","$1,585",-123.1571083,49.2693241
"1438","$649,000","202","170","W 1st Street","North Vancouver","BC","691 sq.ft.","Residential, Condo",2005,13,1,"1","$2,007",-123.081004,49.3132578
"1439","$649,000","509","2738","Library Lane","North Vancouver","BC","609 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.0724139,49.3199816
"1440","$649,000","1205","550","Taylor Street","Vancouver West","BC","594 sq.ft.","Residential, Condo",2005,13,1,"1","$1,338",-123.1056374,49.2798551
"1441","$649,000","310","4323","Gallant Avenue","North Vancouver","BC","1,021 sq.ft.","Residential, Condo",1983,35,2,"2+1","$1,691",-122.951219,49.3268107
"1442","$649,000","603","718","Main Street","Vancouver East","BC","662 sq.ft.","Residential, Condo",2009,9,1,"1","$1,232",-123.0995503,49.2780953
"1443","$649,000","3501","4670","Assembly Way","Burnaby","BC","583 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,NA,NA
"1444","$649,000","302","8120","Bennett Road","Richmond","BC","1,151 sq.ft.","Residential, Condo",1989,29,2,"2","$1,481",-123.1345189,49.160466
"1445","$649,000","2804","438","Seymour Street","Vancouver West","BC","567 sq.ft.","Residential, Condo",1996,22,1,"1","$1,473",-123.113394,49.284086
"1446","$649,000","909","251","E 7th Avenue","Vancouver East","BC","664 sq.ft.","Residential, Condo",2012,6,1,"1","$1,548",-123.0996932,49.2647397
"1447","$649,000","721","5665","Boundary Road","Vancouver East","BC","706 sq.ft.","Residential, Condo",2017,1,2,"1","$1,461",-123.023788,49.2330102
"1448","$649,000","1504","8628","Hazelbridge Way","Richmond","BC","598 sq.ft.","Residential, Condo",2018,NA,1,"1","$785",-123.1293686,49.1888967
"1449","$649,000","4","886","Broughton Street","Vancouver West","BC","723 sq.ft.","Residential, Condo",1987,31,1,"1","$1,173",-123.1311193,49.2869032
"1450","$649,000","602","6823","Station Hill Drive","Burnaby","BC","827 sq.ft.","Residential, Condo",2007,11,2,"2","$2,158",-122.9624053,49.2111177
"1451","$649,000","520","5311","Cedarbridge Way","Richmond","BC","945 sq.ft.","Residential, Condo",2016,2,2,"2","$1,806",-123.1443716,49.1764611
"1452","$649,000","1902","977","Mainland Street","Vancouver West","BC","505 sq.ft.","Residential, Condo",2007,11,1,"1","$1,565",-123.118231,49.2773752
"1453","$648,900","208","137","E 1st Street","North Vancouver","BC","835 sq.ft.","Residential, Condo",1998,20,2,"2","$1,918",-123.0802533,49.3122645
"1454","$648,800","106","528","W King Edward","Vancouver West","BC","574 sq.ft.","Residential, Condo",2019,NA,1,"1",NA,-123.1168782,49.2487262
"1455","$648,800","510","2020","Fullerton Avenue","North Vancouver","BC","896 sq.ft.","Residential, Condo",1975,43,2,"1","$1,160",-123.1234574,49.3302683
"1456","$648,800",NA,"3066","W 4th Avenue","Vancouver West","BC","693 sq.ft.","Residential, Condo",1998,20,1,"1","$1,350",-123.1730194,49.2683008
"1457","$648,800","1242","235","Keith Road","West Vancouver","BC","870 sq.ft.","Residential, Condo",1965,53,1,"1","$1,362",-123.1210027,49.33215
"1458","$648,800","1008","7575","Alderbridge Way","Richmond","BC","839 sq.ft.","Residential, Condo",2008,10,2,"2","$1,619",-123.14464,49.173556
"1459","$648,000","407","588","Broughton Street","Vancouver West","BC","484 sq.ft.","Residential, Condo",1996,22,1,"1","$944",-123.1268232,49.2895949
"1460","$648,000","1308","588","Broughton Street","Vancouver West","BC","527 sq.ft.","Residential, Condo",1996,22,1,"1","$1,088",-123.1268232,49.2895949
"1461","$648,000","108","9311","Alexandra Road","Richmond","BC","758 sq.ft.","Residential, Condo",2015,3,2,"1","$1,337",-123.1208132,49.1790378
"1462","$648,000","1104","3111","Corvette Way","Richmond","BC","874 sq.ft.","Residential, Condo",2010,8,2,"2","$1,700",-123.1337637,49.1903353
"1463","$648,000","404","1099","W 71st Avenue","Vancouver West","BC","700 sq.ft.","Residential, Condo",1998,20,2,"2","$1,032",-123.1313805,49.2070556
"1464","$648,000","410","445","W 2nd Avenue","Vancouver West","BC","689 sq.ft.","Residential, Condo",2012,6,1,"1","$1,402",-123.1141047,49.2672705
"1465","$648,000","101","3621","W 26th Avenue","Vancouver West","BC","908 sq.ft.","Residential, Condo",1992,26,1,"1","$1,477",-123.1855557,49.2492995
"1466","$648,000","1618","68","Smithe Street","Vancouver West","BC","505 sq.ft.","Residential, Condo",2016,2,1,"1","$1,535",-123.1132801,49.2748965
"1467","$648,000","1613","6188","No. 3 Road","Richmond","BC","633 sq.ft.","Residential, Condo",2016,2,1,"1","$1,576",-123.136303,49.168086
"1468","$648,000","307","2738","Library Lane","North Vancouver","BC","580 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.0724139,49.3199816
"1469","$648,000","313","2515","Ontario Street","Vancouver West","BC","595 sq.ft.","Residential, Condo",2004,14,1,"1","$1,270",-123.105162,49.2627706
"1470","$648,000","632","733","W 3rd Street","North Vancouver","BC","690 sq.ft.","Residential, Condo",2015,3,1,"1","$1,839",-123.0926113,49.3199205
"1471","$648,000","504","1438","W 7th Avenue","Vancouver West","BC","760 sq.ft.","Residential, Condo",1992,26,1,"1","$1,491",-123.1370221,49.2650564
"1472","$648,000","303","1277","Nelson Street","Vancouver West","BC","732 sq.ft.","Residential, Condo",1993,25,1,"1","$1,267",-123.1310205,49.2847604
"1473","$645,000","706","7360","Elmbridge Way","Richmond","BC","892 sq.ft.","Residential, Condo",2008,10,2,"2","$1,407",-123.1444227,49.171771
"1474","$645,000","306","1633","Tatlow Avenue","North Vancouver","BC","727 sq.ft.","Residential, Condo",2019,NA,1,"1",NA,-123.1175821,49.3239685
"1475","$643,888","310","2788","Prince Edward Street","Vancouver East","BC","668 sq.ft.","Residential, Condo",2013,5,1,"1","$1,520",-123.0958121,49.2603346
"1476","$642,000","2206","2789","Shaughnessy Street","Port Coquitlam","BC","915 sq.ft.","Residential, Condo",2012,6,2,"2","$1,911",-122.7781646,49.2661409
"1477","$640,000","3703","6588","Nelson Avenue","Burnaby","BC","545 sq.ft.","Residential, Condo",2015,3,1,"1","$2,079",-122.9937796,49.223837
"1478","$640,000","501","5770","Oak Street","Vancouver West","BC","734 sq.ft.","Residential, Condo",2000,18,1,"1","$1,284",-123.1275677,49.2333991
"1479","$639,900","401","2627","Shaughnessy Street","Port Coquitlam","BC","1,237 sq.ft.","Residential, Condo",2008,10,2,"2","$2,135",-122.781052,49.2632659
"1480","$639,900","703","495","W 6th Avenue","Vancouver West","BC","523 sq.ft.","Residential, Condo",2006,12,1,"1","$1,264",-123.1142255,49.2658623
"1481","$639,900","203","689","Abbott Street","Vancouver West","BC","636 sq.ft.","Residential, Condo",2009,9,1,"1","$1,313",-123.1079385,49.2788861
"1482","$639,900","1505","1245","Quayside Drive","New Westminster","BC","1,258 sq.ft.","Residential, Condo",1990,28,2,"2","$2,390",-122.9209308,49.199595
"1483","$639,900","108","2738","Library Lane","North Vancouver","BC","593 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.0724139,49.3199816
"1484","$639,800","1294","1294","W 8th Avenue","Vancouver West","BC","722 sq.ft.","Residential, Condo",1985,33,1,"1","$1,379",-123.1327708,49.2644203
"1485","$639,800","1906","898","Carnarvon Street","New Westminster","BC","832 sq.ft.","Residential, Condo",2009,9,2,"2","$1,980",-122.9143824,49.2008358
"1486","$639,000","309","10880","No. 5 Road","Richmond","BC","883 sq.ft.","Residential, Condo",2014,4,2,"2","$1,364",-123.0916825,49.1337207
"1487","$639,000","1202","6055","Nelson Avenue","Burnaby","BC","1,070 sq.ft.","Residential, Condo",1988,30,2,"2","$2,197",-122.9945339,49.2292814
"1488","$639,000","109","710","E 6th Avenue","Vancouver East","BC","943 sq.ft.","Residential, Condo",1974,44,2,"1","$1,264",-123.0886369,49.2650193
"1489","$639,000","206","1500","Pendrell Street","Vancouver West","BC","637 sq.ft.","Residential, Condo",1978,40,1,"1","$1,212",-123.1373304,49.2854543
"1490","$639,000","204","240","Salter Street","New Westminster","BC","1,077 sq.ft.","Residential, Condo",2009,9,2,"2","$2,252",-122.9246748,49.1925041
"1491","$639,000","207","9098","Halston Court","Burnaby","BC","959 sq.ft.","Residential, Condo",2007,11,2,"2","$1,403",-122.9026099,49.2475164
"1492","$639,000","1607","602","Citadel Parade","Vancouver West","BC","624 sq.ft.","Residential, Condo",2007,11,1,"1","$1,419",-123.1099791,49.2791479
"1493","$639,000","404","1295","Conifer Street","North Vancouver","BC","675 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.03863,49.3345244
"1494","$639,000","1201","4670","Assembly Way","Burnaby","BC","583 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.0023463,49.2282126
"1495","$639,000","209","1510","Nelson Street","Vancouver West","BC","609 sq.ft.","Residential, Condo",1985,33,1,"1","$1,103",-123.135071,49.2868479
"1496","$638,800","1101","1212","Howe Street","Vancouver West","BC","543 sq.ft.","Residential, Condo",2008,10,1,"1","$1,216",-123.1273488,49.2774937
"1497","$638,800","W313","488","Kingsway Road","Vancouver East","BC","901 sq.ft.","Residential, Condo",1995,23,2,"2","$1,437",-123.093837,49.257979
"1498","$638,800","1003","6055","Nelson Avenue","Burnaby","BC","1,075 sq.ft.","Residential, Condo",1988,30,2,"2","$2,197",-122.9945339,49.2292814
"1499","$638,800","902","410","Carnarvon Street","New Westminster","BC","1,178 sq.ft.","Residential, Condo",1991,27,2,"2","$2,321",-122.9063566,49.2051471
"1500","$638,686","708","4165","Maywood Street","Burnaby","BC","922 sq.ft.","Residential, Condo",1982,36,2,"1","$1,995",-123.0113578,49.2251977
"1501","$638,080","201","1915","E Georgia Street","Vancouver East","BC","843 sq.ft.","Residential, Condo",1995,23,2,"1","$1,414",-123.065462,49.2784006
"1502","$638,000","2006","1289","Hornby Street","Vancouver West","BC","439 sq.ft.","Residential, Condo",2019,NA,NA,"1",NA,-123.1297621,49.2775377
"1503","$638,000","115","9233","Ferndale Road","Richmond","BC","959 sq.ft.","Residential, Condo",2007,11,2,"2","$1,262",-123.1226261,49.168874
"1504","$638,000","902","7117","Elmbridge Way","Richmond","BC","739 sq.ft.","Residential, Condo",2012,6,2,"2","$1,355",-123.1443481,49.1721636
"1505","$638,000","5306","5111","Garden City Road","Richmond","BC","974 sq.ft.","Residential, Condo",2006,12,2,"2","$1,062",-123.126864,49.176997
"1506","$638,000","512","1012","Auckland Street","New Westminster","BC","779 sq.ft.","Residential, Condo",2020,NA,2,"2",NA,-122.9187076,49.2024556
"1507","$638,000","207","5888","Dover Crescent","Richmond","BC","1,026 sq.ft.","Residential, Condo",1998,20,2,"2","$1,510",-123.1622689,49.1724208
"1508","$638,000","203","1099","W 71st Avenue","Vancouver West","BC","741 sq.ft.","Residential, Condo",1998,20,2,"2","$950",-123.1313805,49.2070556
"1509","$638,000","1107","295","Guildford Way","Port Moody","BC","970 sq.ft.","Residential, Condo",2007,11,2,"2","$2,070",-122.8248479,49.2828189
"1510","$638,000","707","1367","Alberni Street","Vancouver West","BC","589 sq.ft.","Residential, Condo",1999,19,1,"1","$1,493",-123.1281515,49.2885497
"1511","$638,000","211","7288","No 3 Road","Richmond","BC","1,253 sq.ft.","Residential, Condo",1993,25,3,"2","$1,328",-123.1360448,49.1605299
"1512","$638,000","2","3250","W 4th Avenue","Vancouver West","BC","558 sq.ft.","Residential, Condo",1982,36,1,"1","$1,182",-123.1767851,49.2683746
"1513","$638,000","338","5600","Andrews Road","Richmond","BC","863 sq.ft.","Residential, Condo",1999,19,2,"2","$1,455",-123.1618937,49.1216844
"1514","$638,000","601","5860","Dover Crescent","Richmond","BC","985 sq.ft.","Residential, Condo",1997,21,2,"2","$1,639",-123.160023,49.173228
"1515","$638,000","204","1468","St. Andrews Avenue","North Vancouver","BC","788 sq.ft.","Residential, Condo",2008,10,2,"1","$1,938",-123.0657827,49.3213581
"1516","$638,000","203","8500","General Currie Road","Richmond","BC","1,305 sq.ft.","Residential, Condo",1990,28,2,"2","$1,582",-123.1289009,49.1588215
"1517","$638,000","202","7388","Sandborne Avenue","Burnaby","BC","834 sq.ft.","Residential, Condo",2002,16,2,"2","$2,071",-122.9610011,49.20986
"1518","$638,000","704","125","Columbia Street","New Westminster","BC","839 sq.ft.","Residential, Condo",2014,4,2,"2","$2,033",-122.9016537,49.2069179
"1519","$638,000","303","2268","W 12th Avenue","Vancouver West","BC","808 sq.ft.","Residential, Condo",1996,22,1,"1","$1,153",-123.1566254,49.2607833
"1520","$638,000","803","7555","Alderbridge Way","Richmond","BC","869 sq.ft.","Residential, Condo",2007,11,2,"2","$1,671",-123.1455376,49.173161
"1521","$638,000","903","8488","Cornish Street","Vancouver West","BC","568 sq.ft.","Residential, Condo",2014,4,1,"1","$1,276",-123.1416672,49.2096085
"1522","$638,000","709","8688","Hazelbridge Way","Richmond","BC","588 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.1285761,49.1893323
"1523","$638,000","214","701","Klahanie Drive","Port Moody","BC","995 sq.ft.","Residential, Condo",2009,9,2,"2","$2,661",-122.8333195,49.2793936
"1524","$635,900","303","725","Marine Drive","North Vancouver","BC","756 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-123.0931381,49.3202935
"1525","$635,000","308","523","W King Edward","Vancouver West","BC","508 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.1154169,49.2490833
"1526","$635,000","1202","6191","Buswell Street","Richmond","BC","921 sq.ft.","Residential, Condo",1997,21,2,"2","$1,388",-123.134011,49.1694569
"1527","$635,000","507","22577","Royal Crescent","Maple Ridge","BC","1,416 sq.ft.","Residential, Condo",2019,NA,2,"3+1",NA,-122.596772,49.216341
"1528","$635,000","1105","175","W 1st Street","North Vancouver","BC","633 sq.ft.","Residential, Condo",2004,14,1,"1","$1,812",-123.0811828,49.3126707
"1529","$635,000","1503","1","Renaissance Square","New Westminster","BC","865 sq.ft.","Residential, Condo",2009,9,2,"2","$2,333",-122.924123,49.1998705
"1530","$635,000","3806","4900","Lennox Lane","Burnaby","BC","512 sq.ft.","Residential, Condo",2017,1,1,"1","$2,278",-122.9939124,49.2234333
"1531","$635,000","202","1845","Bellevue Avenue","West Vancouver","BC","717 sq.ft.","Residential, Condo",1963,55,1,"1","$1,135",-123.1629201,49.328021
"1532","$635,000","1007","9393","Tower Road","Burnaby","BC","906 sq.ft.","Residential, Condo",2016,2,2,"2","$2,365",-122.9091864,49.2781177
"1533","$635,000","1408","108","W Cordova Street","Vancouver West","BC","598 sq.ft.","Residential, Condo",2009,9,1,"1","$1,152",-123.107187,49.2827686
"1534","$633,880","603","58","Keefer Place","Vancouver West","BC","584 sq.ft.","Residential, Condo",2007,11,1,"1","$1,296",-123.1067054,49.27926
"1535","$633,000","Ph33","6283","Kingsway","Burnaby","BC","772 sq.ft.","Residential, Condo",2018,NA,2,"2",NA,-122.9725126,49.2202229
"1536","$633,000","1503","6070","Mcmurray Avenue","Burnaby","BC","1,069 sq.ft.","Residential, Condo",1988,30,2,"2","$2,584",-122.9957742,49.2294052
"1537","$630,000","107","9299","Tomicki Avenue","Richmond","BC","906 sq.ft.","Residential, Condo",2009,9,2,"2","$1,322",-123.1214765,49.1810093
"1538","$630,000","407","22577","Royal Crescent","Maple Ridge","BC","1,416 sq.ft.","Residential, Condo",2019,NA,2,"3+1",NA,-122.596772,49.216341
"1539","$630,000","307","22577","Royal Crescent","Maple Ridge","BC","1,416 sq.ft.","Residential, Condo",2019,NA,2,"3+1",NA,-122.596772,49.216341
"1540","$630,000","323","9366","Tomicki Avenue","Richmond","BC","732 sq.ft.","Residential, Condo",2016,2,2,"1","$1,507",-123.12056,49.1800772
"1541","$630,000","307","1988","E 49th Avenue","Vancouver East","BC","835 sq.ft.","Residential, Condo",2004,14,2,"2","$652",-123.0661475,49.2249623
"1542","$629,900","1203","612","Sixth Street","New Westminster","BC","1,178 sq.ft.","Residential, Condo",1999,19,2,"2","$2,370",-122.9213962,49.213302
"1543","$629,900","604","125","Columbia Street","New Westminster","BC","839 sq.ft.","Residential, Condo",2014,4,2,"2","$1,923",-122.9016537,49.2069179
"1544","$629,900","1103","612","Sixth Street","New Westminster","BC","1,176 sq.ft.","Residential, Condo",1999,19,2,"2","$2,345",-122.9213962,49.213302
"1545","$629,900","301","675","Park Crescent","New Westminster","BC","892 sq.ft.","Residential, Condo",2006,12,2,"2","$1,583",-122.9103629,49.220062
"1546","$629,900","201","98","Tenth Street","New Westminster","BC","1,445 sq.ft.","Residential, Condo",1991,27,2,"2","$2,487",-122.9175255,49.2016585
"1547","$629,900","1408","1775","Quebec Street","Vancouver East","BC","526 sq.ft.","Residential, Condo",2014,4,1,"1","$1,241",-123.1029306,49.2694983
"1548","$629,900","3511","4670","Assembly Way","Burnaby","BC","552 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,NA,NA
"1549","$629,888","Th19","6063","Iona Drive","Vancouver West","BC","645 sq.ft.","Residential, Condo",2009,9,1,"1","$995",-123.252504,49.270848
"1550","$629,000","919","9171","Ferndale Road","Richmond","BC","788 sq.ft.","Residential, Condo",2008,10,2,"2","$1,132",-123.1235248,49.1695165
"1551","$629,000","1105","8833","Hazelbridge Way","Richmond","BC","621 sq.ft.","Residential, Condo",2016,2,1,"1","$1,196",-123.1269443,49.1896149
"1552","$629,000","1409","8189","Cambie Street","Vancouver West","BC","490 sq.ft.","Residential, Condo",2018,NA,1,"1",NA,-123.1175953,49.2103982
"1553","$629,000","319","6168","London Road","Richmond","BC","718 sq.ft.","Residential, Condo",2015,3,1,"2","$1,685",-123.1578463,49.1173361
"1554","$629,000","210","1425","Cypress Street","Vancouver West","BC","702 sq.ft.","Residential, Condo",1977,41,1,"1","$1,148",-123.1479446,49.2732807
"1555","$629,000","218","8700","Jones Road","Richmond","BC","1,273 sq.ft.","Residential, Condo",1992,26,2,"2","$1,642",-123.1276755,49.1570029
"1556","$629,000","203","819","Hamilton Street","Vancouver West","BC","447 sq.ft.","Residential, Condo",1998,20,1,"1","$950",-123.1164231,49.2786905
"1557","$629,000","2306","2789","Shaughnessy Street","Port Coquitlam","BC","915 sq.ft.","Residential, Condo",2012,6,2,"2","$1,916",-122.7781646,49.2661409
"1558","$629,000","219","550","E 6th Avenue","Vancouver East","BC","935 sq.ft.","Residential, Condo",1973,45,2,"2+1","$1,624",-123.0916846,49.2649453
"1559","$629,000","201","131","W 3rd Street","North Vancouver","BC","832 sq.ft.","Residential, Condo",1997,21,2,"1","$1,780",-123.0785482,49.3137848
"1560","$629,000","1604","6282","Kathleen Avenue","Burnaby","BC","1,154 sq.ft.","Residential, Condo",1986,32,2,"2","$2,341",-123.010682,49.2263949
